Nhân viên,Kho nhận,PO,Số YCMH,Ngày yêu cầu,Thời hạn,Mặt hàng,Tên hàng,Đvt (1),Đvt (2),Yêu cầu 1,Yêu cầu 2,Duyệt mua 1,Duyệt mua 2,Đặt mua 1,Đặt mua 2,Yêu cầu nhập kho 1,Yêu cầu nhập kho 2,Nhập kho 1,Nhập kho 2,Còn thiếu 1,Còn thiếu 2,Mục đích sử dụng,Ghi chú
Nguyễn Thị Hưởng,KHC001,PO10/23-009,PR23/10-005,10/4/2023,10/6/2023,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,KG,68,68,0,0,68,68,64,64,0,0,68,68,,
Nguyễn Thị Hưởng,KHC001,PO10/23-009,PR23/10-005,10/4/2023,10/6/2023,MDM-FLXD2763GT,Xanh Dương 2763 FL gián tiếp,KG,KG,17,17,0,0,17,17,16,16,0,0,17,17,,
Nguyễn Thị Hưởng,KHC001,PO10/23-009,PR23/10-005,10/4/2023,10/6/2023,MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,KG,85,85,0,0,85,85,80,80,0,0,85,85,,
Nguyễn Thị Hưởng,KHC001,PO10/23-010,PR23/10-006,10/4/2023,10/5/2023,MDM-DMC,Dung môi Chỉnh,KG,KG,100,100,0,0,100,100,100,100,0,0,100,100,,
Nguyễn Thị Hưởng,KHC001,PO10/23-010,PR23/10-006,10/4/2023,10/5/2023,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,KG,680,680,0,0,680,680,680,680,0,0,680,680,,
Nguyễn Thị Hưởng,KHC001,PO10/23-010,PR23/10-006,10/4/2023,10/5/2023,MDM-FL92,Đen 92 FL,KG,KG,25,25,0,0,25,25,25,25,0,0,25,25,,
Nguyễn Thị Hưởng,KHC001,PO10/23-010,PR23/10-006,10/4/2023,10/5/2023,MDM-FLDO192,Đỏ 192C FL,KG,KG,75,75,0,0,75,75,75,75,0,0,75,75,,
Nguyễn Thị Hưởng,KHC001,PO10/23-010,PR23/10-006,10/4/2023,10/5/2023,MDM-FLXD2763,Xanh Dương 2763 FL,KG,KG,25,25,0,0,25,25,25,25,0,0,25,25,,
Nguyễn Thị Hưởng,KHC001,PO10/23-010,PR23/10-006,10/4/2023,10/5/2023,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,KG,50,50,0,0,50,50,50,50,0,0,50,50,,
Hoàng Văn Khiêm ,KVT,PO10/23-014,PR23/10-007,10/4/2023,10/8/2023,5200103750000000,Bản in AQ 38,CM2,CM2,10000,10000,0,0,10000,10000,9459,9459,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO10/23-014,PR23/10-007,10/4/2023,10/5/2023,5200104950000000,Fortaleza,CM2,CM2,10000,10000,0,0,10000,10000,10000,10000,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO10/23-014,PR23/10-007,10/4/2023,10/5/2023,5200106220000000,Oro Uno,CM2,CM2,10000,10000,0,0,10000,10000,10000,10000,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO10/23-014,PR23/10-008,10/4/2023,10/4/2023,5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,CM2,10000,10000,0,0,10000,10000,9742,9742,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO10/23-014,PR23/10-008,10/4/2023,10/5/2023,5200106380000000,BẢN IN POLLARD,CM2,CM2,10000,10000,0,0,10000,10000,6114,6114,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO10/23-014,PR23/10-008,10/4/2023,10/5/2023,5200108722000000,Bản in BLUE HORSE ROTICANAI,CM2,CM2,10000,10000,0,0,10000,10000,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO10/23-014,PR23/10-008,10/4/2023,10/5/2023,5200108723000000,Bản in RAMA 98,CM2,CM2,10000,10000,0,0,10000,10000,7344,7344,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVP001,PO10/23-015,PR23/10-009,10/4/2023,10/1/2023,5200109570000000,Chổi cỏ.,CAY,CAY,10,10,0,0,30,30,30,30,0,0,10,10,,
Hoàng Văn Khiêm ,KVP001,PO10/23-015,PR23/10-009,10/4/2023,10/1/2023,5300101870000000,Cuộn giấy vệ sinh loại lớn 700g.,CUON,CUON,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO10/23-015,PR23/10-009,10/4/2023,10/1/2023,0916100063000000,"Bộ Dụng Cụ Lau Kính Dài 1,2m Galac-01",BO,BO,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO10/23-015,PR23/10-009,10/4/2023,10/1/2023,0916100064000000,Bộ chổi quét mạng nhện 6 mét (3 SP),BO,BO,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,BANIN,PO10/23-014,PR23/10-010,10/4/2023,9/30/2023,5200104270000000,Brown Globe,CM2,CM2,10000,10000,0,0,10000,10000,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KNL001,PO10/23-049,PR23/10-011,10/4/2023,10/9/2023,HAT-TALC-THOI-IFC7,Hạt taical thổi HDPE IF-PE114C7 (Đại Á),KG,KG,600,600,0,0,600,600,600,600,0,0,600,600,,
Nguyễn Thị Hưởng,KHC001,PO10/23-017,PR23/10-012,10/5/2023,10/7/2023,MDM-FL348,Xanh lá 348C,KG,KG,75,75,0,0,75,75,75,75,0,0,75,75,,
Nguyễn Thị Hưởng,KHC001,PO10/23-017,PR23/10-012,10/5/2023,10/7/2023,MDM-FL485,Đỏ 485C,KG,KG,40,40,0,0,40,40,40,40,0,0,40,40,,
Nguyễn Thị Hưởng,KHC001,PO10/23-017,PR23/10-012,10/5/2023,10/7/2023,MDM-FL79,Xanh Lá 79 FL,KG,KG,50,50,0,0,50,50,50,50,0,0,50,50,,
Nguyễn Thị Hưởng,KHC001,PO10/23-017,PR23/10-012,10/5/2023,10/7/2023,MDM-FL81,Tím 81 FL,KG,KG,75,75,0,0,75,75,75,75,0,0,75,75,,
Nguyễn Thị Hưởng,KHC001,PO10/23-017,PR23/10-012,10/5/2023,10/7/2023,MDM-FLREFBLUE,Xanh Dương Reflex Blue C,KG,KG,385,385,0,0,385,385,375,375,0,0,385,385,,
Nguyễn Thị Hưởng,KHC001,PO10/23-016,PR23/10-012,10/5/2023,10/7/2023,MDM-FLREFBLUEGT,Xanh Dương Reflex Blue C gián tiếp,KG,KG,250,250,0,0,250,250,240,240,0,0,250,250,,
Hoàng Văn Khiêm ,KVT001,PO10/23-023,PR23/10-013,10/10/2023,10/15/2023,0920600240000000,Dây băng tải gầu bản 60mm.,M,M,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,,PR23/10-013,10/10/2023,10/15/2023,0904800290000000,CỐT MÓC 033151,Cái,Cái,10,10,0,0,0,0,0,0,0,0,10,10,,
Hoàng Văn Khiêm ,,PO10/23-023,PR23/10-013,10/10/2023,10/15/2023,0906400010000000,ỐC CHỊU TAY ZÊN MÁY MAY 2W (MÃ SỐ 1/4S40010),Cái,Cái,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,,PO10/23-023,PR23/10-013,10/10/2023,10/15/2023,0926900050000000,CỮ MÓC 2 KIM 033131,Cái,Cái,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO10/23-023,PR23/10-013,10/10/2023,10/15/2023,0912400020000000,Băng tải máy in cái 750x8600x2mm,CAI,CAI,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO10/23-023,PR23/10-013,10/10/2023,10/15/2023,0902100930000000,"Dây đai răng bước H, Khoảng cách răng 12.7mm - bản 24mm, chất liệu PU lõi thép",Mét,Mét,11,11,0,0,11,11,11,11,0,0,11,11,,
Hoàng Văn Khiêm ,KVT001,PO10/23-023,PR23/10-013,10/10/2023,10/15/2023,0908601170000000,Mũi Doa tam giác phi 6mm.,CAI,CAI,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO10/23-023,PR23/10-013,10/10/2023,10/15/2023,0908601180000000,Mũi Doa tam giác phi 10mm.,CAI,CAI,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,BANIN,PO10/23-019,PR23/10-014,10/10/2023,10/7/2023,5200104850000000,FERRER FLOR,CM2,CM2,10000,10000,0,0,10000,10000,5468,5468,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO10/23-019,PR23/10-014,10/10/2023,10/7/2023,5200104870000000,FERRER ULTRA,CM2,CM2,10000,10000,0,0,10000,10000,7215,7215,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO10/23-019,PR23/10-014,10/10/2023,10/7/2023,5200106190000000,Oro Cinco,CM2,CM2,10000,10000,0,0,10000,10000,10000,10000,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO10/23-019,PR23/10-014,10/10/2023,10/7/2023,5200106210000000,Oro Tres,CM2,CM2,10000,10000,0,0,10000,10000,10000,10000,0,0,10000,10000,,
Hoàng Văn Khiêm ,BANIN,PO10/23-019,PR23/10-014,10/10/2023,10/9/2023,5200106480000000,Rama Rama 99 (2),CM2,CM2,10000,10000,0,0,10000,10000,7224,7224,0,0,10000,10000,,
Hoàng Văn Khiêm ,KTP001,,PR23/10-014,10/10/2023,10/7/2023,0119126001003000,"Bao TP-PP, trắng đục, K50x80PB (+/-1), TL: 52g/cái (+/-5%), MK: FERRER SUPER. [Tép 100-cái trải thẳng, kiện 5 tép trở đầu, bọc vải áo dệt xếp, marka bao in bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050080G052TDSAN.FESU",BAO,BAO,10000,520,0,0,0,0,0,0,0,0,10000,520,,
Hoàng Văn Khiêm ,,PO10/23-021,PR23/10-015,10/10/2023,10/15/2023,918200030000000,Gạch ống,VIEN,VIEN,3000,3000,0,0,3000,3000,2500,2500,0,0,3000,3000,,
Hoàng Văn Khiêm ,KVT001,PO10/23-021,PR23/10-015,10/10/2023,10/15/2023,0902209650000000,Đèn led dây ánh sáng vàng,CUON,CUON,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,KVT001,PO10/23-021,PR23/10-015,10/10/2023,10/15/2023,0902209690000000,Đèn rọi cột ngoài 7W,CAI,CAI,21,21,0,0,21,21,21,21,0,0,21,21,,
Hoàng Văn Khiêm ,KXD001,PO10/23-021,PR23/10-015,10/10/2023,10/15/2023,0920700210000000,Đai Sắt phi 6 (15x15),CAI,CAI,30,30,0,0,30,30,6,6,0,0,30,30,,
Hoàng Văn Khiêm ,KXD001,PO10/23-021,PR23/10-015,10/10/2023,10/15/2023,0920700220000000,Thăm trần mặt dưới tấm foc 46.4cm x46.4cm (mặt trên ốp kim loại 47cm x 47cm),CAI,CAI,2,2,0,0,2,2,0,0,0,0,2,2,,
Hoàng Văn Khiêm ,KHC001,PO10/23-023,PR23/10-016,10/10/2023,10/9/2023,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,LIT,210,210,0,0,210,210,210,210,0,0,210,210,,
Hoàng Văn Khiêm ,,PO10/23-023,PR23/10-016,10/10/2023,10/10/2023,0909700010000000,Vải lau,Kg,Kg,800,800,0,0,800,800,800,800,0,0,800,800,,
Hoàng Văn Khiêm ,KNL002,PO10/23-024,PR23/10-017,10/10/2023,10/20/2023,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,300,300,0,0,510,510,510,510,0,0,300,300,,
Hoàng Văn Khiêm ,KVT001,PO10/23-023,PR23/10-018,10/10/2023,10/13/2023,0917200110000000,Dây trân (Dây đai truyền động) bản 150 x chu vi 9550mm,SOI,SOI,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,KNL002,PO10/23-025,PR23/10-019,10/10/2023,10/16/2023,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,CAI,702000,9126,0,0,702000,9126,702000,9126.005,0,0,702000,9126,,
Hoàng Văn Khiêm ,KVT001,PO10/23-019,PR23/10-020,10/10/2023,10/5/2023,520010910600000,ZIPPER-VÀNG,CM2,CM2,10000,10000,0,0,10000,10000,5590,5590,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO10/23-019,PR23/10-020,10/10/2023,10/5/2023,520010910700000,ZIPPER-BEIGE,CM2,CM2,10000,10000,0,0,10000,10000,10000,6292,0,0,10000,10000,,
Hoàng Văn Khiêm ,KHC001,PO10/23-020,PR23/10-021,10/10/2023,10/10/2023,5200110650000016,Dầu dừa,LIT,LIT,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,KVT,PO10/23-020,PR23/10-022,10/10/2023,10/14/2023,0917400130000000,Băng keo trong 5cm,CUON,CUON,12,12,0,0,12,12,12,12,0,0,12,12,,
Hoàng Văn Khiêm ,KHC001,PO10/23-022,PR23/10-022,10/10/2023,10/7/2023,0700100090000000,dầu do,Lít,Lít,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KXD001,PO10/23-021,PR23/10-022,10/10/2023,10/2/2023,0911200255000000,Lưới Lan Màu Đen ( Kích Thước 5m x 75m),M2,M2,375,375,0,0,375,375,375,375,0,0,375,375,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-022,10/10/2023,10/7/2023,0919700070000000,Cân đồng hồ  Nhơn Hòa 50kg,CAI,CAI,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-023,10/10/2023,10/6/2023,0901200650000000,Bu lông lục giác trụ M5X10,CAI,CAI,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-023,10/10/2023,10/6/2023,0906201890000000,Ống hơi phi 8 x lỗ 5mm . Ống màu trắng trong.,M,M,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO10/23-027,PR23/10-023,10/10/2023,10/6/2023,CHD011,CHỤP SUỐT RX6.1 Mã: VYC-01121B,CAI,CAI,500,500,0,0,500,500,500,500,0,0,500,500,,
Hoàng Văn Khiêm ,,PO10/23-020,PR23/10-023,10/10/2023,10/6/2023,0908400020000000,"LAM JUMBO (3 lỗ, 2 mặt dao, QC 22mm x 43mm x 0,2mm)",LUOI,LUOI,5000,5000,0,0,5000,5000,5000,5000,0,0,5000,5000,,
Hoàng Văn Khiêm ,,PO10/23-020,PR23/10-023,10/10/2023,10/6/2023,0908400030000000,LAM CROMA,LUOI,LUOI,10000,10000,0,0,10000,10000,10000,10000,0,0,10000,10000,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-023,10/10/2023,10/6/2023,0923700290000000,Tán đen M8,CON,CON,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-023,10/10/2023,10/6/2023,0906200980000000,Ống hơi PU phi 10mm x lỗ 6mm màu trắng TGCN-23680 Lion.,Mét,Mét,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KVT001,,PR23/10-023,10/10/2023,10/6/2023,0923700310000000,Bulong lục giác đầu dù M5x5mm ( theo mẫu ),CON,CON,100,100,0,0,0,0,0,0,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,,PR23/10-023,10/10/2023,10/6/2023,0923700320000000,Bulong lục giác đầu dù M4x6mm ( theo mẫu ),CON,CON,100,100,0,0,0,0,0,0,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-023,10/10/2023,10/6/2023,0923700340000000,Bulong lục giác ngoài M6x35mm,CON,CON,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-023,10/10/2023,10/6/2023,0923700350000000,Bulong lục giác đầu dù M5x6 (Theo mẫu),CON,CON,100,100,0,0,100,100,100,100,0,0,100,100,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-024,10/10/2023,10/10/2023,0904000230000000,Ty ren M8x1000mm - (thép đen),CAY,CAY,50,50,0,0,50,50,50,50,0,0,50,50,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-024,10/10/2023,10/10/2023,0904600010000000,TÁN 10LY,CAI,CAI,200,200,0,0,200,200,200,200,0,0,200,200,,
Hoàng Văn Khiêm ,KVT001,PO10/23-020,PR23/10-024,10/10/2023,10/10/2023,0906600600000000,Sắt hộp kẻm 40x80x1.8mm,CAY,CAY,6,6,0,0,6,6,6,6,0,0,6,6,,
Hoàng Văn Khiêm ,KVP001,PO10/23-020,PR23/10-024,10/10/2023,10/5/2023,5200111240000000,Kéo cắt cáp nhông EMEADS J50.,CAI,CAI,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,KVP001,PO10/23-020,PR23/10-024,10/10/2023,10/5/2023,5200111250000000,Máy khò và hàn ATTEN AT8586 (Hiển thị LED),BO,BO,1,1,0,0,1,1,1,1,0,0,1,1,,
Nguyễn Thị Hưởng,KVT001,PO10/23-020,PR23/10-025,10/10/2023,10/12/2023,0908900047000000,Khóa cửa đẩy 2 chiều,BO,BO,1,1,0,0,1,1,1,1,0,0,1,1,,Khóa điện tử 979
Hoàng Văn Khiêm ,,PO10/23-030,PR23/10-026,10/10/2023,10/16/2023,040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,KG,500,500,0,0,600,600,600,600,0,0,500,500,,TỒN KHO
Hoàng Văn Khiêm ,KVT001,PO10/23-064,PR23/10-027,10/12/2023,10/20/2023,0905300340000000,Bộ dao cắt sóng siêu âm. ( Bộ điều khiển + dao cắt ),BO,BO,2,2,0,0,2,2,2,2,0,0,2,2,,
Hoàng Văn Khiêm ,KVT001,PO10/23-032,PR23/10-027,10/12/2023,10/12/2023,0906202530000000,Ống dầu thủy lực vỏ thép bấm  2 đầu  ren trong phi 42 -côn lồi - dài 650mm.,ONG,ONG,1,1,0,0,1,1,1,1,0,0,1,1,,
Hoàng Văn Khiêm ,BANIN,PO10/23-029,PR23/10-028,10/12/2023,10/11/2023,5200103600000000,9902C Lumut,CM2,CM2,10000,10000,0,0,10000,10000,0,0,0,0,10000,10000,,
Hoàng Văn Khiêm ,KNL001,,PR23/10-029,10/12/2023,10/13/2023,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",M,M,100,4.8,0,0,0,0,0,0,0,0,100,4.8,,
Hoàng Văn Khiêm ,KHC001,PO10/23-028,PR23/10-030,10/12/2023,10/12/2023,0700100030000000,nhớt 10,LIT,LIT,1400,1400,0,0,1400,1400,1400,1400,0,0,1400,1400,,
Hoàng Văn Khiêm ,KVT001,PO10/23-033,PR23/10-031,10/12/2023,10/15/2023,0902209343000000,Đuôi đèn công nghiệp E27.,CAI,CAI,45,45,0,0,45,45,45,45,0,0,45,45,,
Hoàng Văn Khiêm ,KVT001,PO10/23-033,PR23/10-031,10/12/2023,10/15/2023,0902209349000000,Công tắc gạt sắt 2 chân 2 vị trí On-OF C511B Cntd.,CAI,CAI,75,75,0,0,75,75,75,75,0,0,75,75,,
Hoàng Văn Khiêm ,KVT001,PO10/23-033,PR23/10-031,10/12/2023,10/15/2023,0902202890000000,Bóng đèn led Philips TForce 40W - E27.,CAI,CAI,45,45,0,0,45,45,45,45,0,0,45,45,,
Hoàng Văn Khiêm ,,PO10/23-033,PR23/10-031,10/12/2023,10/15/2023,0902204070000000,DÂY ĐiỆN CADIVI CXV - 2 x 1.0mm,Mét,Mét,250,250,0,0,250,250,250,250,0,0,250,250,,
Hoàng Văn Khiêm ,KVT001,PO10/23-032,PR23/10-031,10/12/2023,10/15/2023,0903000010000000,Vít bắn tôn đuôi cá đầu lục giác 5x20mm.,Kg,Kg,3,3,0,0,3,3,3,3,0,0,3,3,,
Hoàng Văn Khiêm ,KVT001,PO10/23-032,PR23/10-031,10/12/2023,10/15/2023,0905502050000000,Sắt hộp tráng kẽm 15x30 - 6000mm,CAY,CAY,7,7,0,0,7,7,7,7,0,0,7,7,,
Hoàng Văn Khiêm ,KVT001,PO10/23-033,PR23/10-031,10/12/2023,10/15/2023,0906600680000000,Máng cáp nhựa răng lược 30x40mm,Mét,Mét,20,20,0,0,20,20,20,20,0,0,20,20,,
Hoàng Văn Khiêm ,KVT001,PO10/23-033,PR23/10-031,10/12/2023,10/15/2023,0906200010000000,Ống co nhiệt cách điện  60/30 màu đỏ,Mét,Mét,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO10/23-033,PR23/10-031,10/12/2023,10/15/2023,0906200020000000,Ống co nhiệt cách điện 60/30 màu xanh,Mét,Mét,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO10/23-033,PR23/10-031,10/12/2023,10/15/2023,0906200030000000,Ống co nhiệt cách điện 60/30 màu vàng,Mét,Mét,10,10,0,0,10,10,10,10,0,0,10,10,,
Hoàng Văn Khiêm ,KVT001,PO10/23-031,PR23/10-031,10/12/2023,10/15/2023,0902209860000000,Bản điện trở nhiệt bán nguyệt. Phi 250 - L200 - B165. 415V-1150W. ( Theo bản vẽ),CAI,CAI,3,3,0,0,3,3,3,3,0,0,3,3,,
Nguyễn Thị Hưởng,NLP,PO10/23-034,PR23/10-032,10/12/2023,10/18/2023,5200100060000000,"[ECL] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 116cm (-1), độ bền nén: >=270kgF/100mm.",ONG,ONG,12,48.72,0,0,12,48.72,12,48.72,0,0,12,48.72,,SO2310-0024 - ECL
Nguyễn Thị Hưởng,NLP,PO10/23-034,PR23/10-032,10/12/2023,10/18/2023,5200100080000000,"[ECL] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 119cm (-0/+1), độ bền nén: >=270kgF/100mm",ONG,ONG,100,416.5,0,0,100,416.5,100,416.5,0,0,100,416.5,,SO2310-0024 - ECL
Nguyễn Thị Hưởng,NLP,PO10/23-034,PR23/10-032,10/12/2023,10/18/2023,5200100090000000,"[ECL] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 120cm (-1), độ bền nén: >=270kgF/100mm.",ONG,ONG,14,58.8,0,0,14,58.8,14,58.8,0,0,14,58.8,,SO2310-0024 - ECL
Nguyễn Thị Hưởng,KVT001,PO10/23-035,PR23/10-033,10/13/2023,10/20/2023,BAO-3040W100.LD.JPD,"Túi LDPE in đỏ marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,CAI,10200,224.4,0,0,10200,224.4,10200,224.4,0,0,10200,224.4,,SO2310-0019 - JPD
Nguyễn Thị Hưởng,KVT001,PO10/23-036,PR23/10-033,10/13/2023,10/20/2023,0900200040000000,"Thùng Carton giấy màu nâu, KT phủ bì DxRxC: 560x350x190mm (-0/+5),5 lớp,thùng có in 2 bên, marka: GECOSAC REF 274P SACS TISSES 65KGS; TL: 760.0-/+10.0g/thùng.",CAI,CAI,1820,1383.2,0,0,1820,1383.2,1820,1383.2,0,0,1820,1383.2,,SO2310-0019 - JPD
Nguyễn Thị Hưởng,,PO10/23-037,PR23/10-033,10/13/2023,10/16/2023,0917400160000000,"Băng keo trong 4.8cm, dán thùng carton bao rác. [Cuộn 100yards = 85m, đã tính hao hụt]",M,M,10710,10710,0,0,10710,10710,10710,10710,0,0,10710,10710,,SO2310-0019 - JPD
Nguyễn Thị Hưởng,KVT001,PO10/23-035,PR23/10-034,10/13/2023,10/20/2023,BAO-3040W100.LD.JPD,"Túi LDPE in đỏ marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,CAI,19800,435.6,0,0,19800,435.6,19800,435.6,0,0,19800,435.6,,SO2310-0019 - JPD
Hoàng Văn Khiêm ,KNL002,PO10/23-034,PR23/10-035,10/13/2023,10/23/2023,5200100130000000,"[SMY] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 127cm (+1), độ bền nén: >=270kgF/100mm.",ONG,ONG,100,444.5,0,0,100,444.5,100,444.5,0,0,100,444.5,,SO2310-0003 - SANMIGUEL
