Mã phiếu,Người tạo,Ngày tạo,Mã kế hoạch,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN
PR24/07-003,Nguyễn Thị Hưởng,7/1/2024,EP2406-0096,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,50,KG,50,
PR24/07-003,Nguyễn Thị Hưởng,7/1/2024,EP2406-0096,0920600050000000,"Dây luồn bao 3x10, PP, màu xanh, 1.5gr/m.",KG,800,KG,800,
PR24/07-004,Hoàng Văn Khiêm ,7/2/2024,EP2406-0091,0901900660000000,Bánh xe nâng KOMATSU ARION E4.  ModelFB 18 - 12 ( 16x6-8 ),CAI,2,CAI,2,
PR24/07-005,Hoàng Văn Khiêm ,7/2/2024,EP2407-0002,VPP-010000001000000,Mỳ tôm hảo hảo,THUNG,30,THUNG,30,
PR24/07-006,Hoàng Văn Khiêm ,7/2/2024,EP2406-0087,0901100430000000,BẠC ĐẠN 6208,CAI,5,CAI,5,
PR24/07-007,Nguyễn Thị Hưởng,7/2/2024,EP2407-0001,0908400030000000,LAM CROMA,LUOI,10000,LUOI,10000,
PR24/07-008,Nguyễn Thị Hưởng,7/2/2024,EP2407-0003,MDM-DMC,Dung môi Chỉnh,KG,25,KG,25,
PR24/07-008,Nguyễn Thị Hưởng,7/2/2024,EP2407-0003,MDM-FL021GT,Cam 021C FL gián tiếp,KG,25,KG,25,
PR24/07-008,Nguyễn Thị Hưởng,7/2/2024,EP2407-0003,MDM-FL348GT,Xanh lá 348C gián tiếp,KG,100,KG,100,
PR24/07-008,Nguyễn Thị Hưởng,7/2/2024,EP2407-0003,MDM-FLREFBLUEGT,Xanh Dương Reflex Blue C gián tiếp,KG,275,KG,275,
PR24/07-008,Nguyễn Thị Hưởng,7/2/2024,EP2407-0003,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,25,KG,25,
PR24/07-009,Nguyễn Thị Hưởng,7/2/2024,EP2407-0004,9045002450000000,"Ống nhựa PVC đường kính trong 16mm, dày 2mm, trắng trong. TL: 100g/m",M,45,KG,4.5,
PR24/07-009,Nguyễn Thị Hưởng,7/2/2024,EP2407-0004,THATRPPM057080080074TRDU,Vải manh PP trắng đục tráng bóng ngoài K.57.0cm; TL: 74.1g/m,M,7000,KG,518.7,
PR24/07-010,Nguyễn Thị Hưởng,7/4/2024,EP2407-0006,0900600120000000,Bản lề tủ điện HL003-02,CAI,20,CAI,20,
PR24/07-010,Nguyễn Thị Hưởng,7/4/2024,EP2407-0006,0906001010000000,NBB2-8GM30-E2-9M SENSOR LÔ ĐỈNH,Cái,4,Cái,4,
PR24/07-010,Nguyễn Thị Hưởng,7/4/2024,EP2407-0006,0902210600000000,Tụ điện CD60-75UF -0250VAC,CAI,2,CAI,2,
PR24/07-010,Nguyễn Thị Hưởng,7/4/2024,EP2407-0006,0904900180000000,Cánh quạt nhôm đường kính sải cánh 180mm .,CAI,10,CAI,10,
PR24/07-010,Nguyễn Thị Hưởng,7/4/2024,EP2407-0006,0905600550000000,Sensor B14-M12-AN6X7M,CAI,2,CAI,2,
PR24/07-011,Nguyễn Thị Hưởng,7/4/2024,EP2407-0007,0902210610000000,PLC máy dệt Starlinger RX6.1 . MODEL: X20 CP 1381. Mã: AIVS-01380,CAI,2,CAI,2,
PR24/07-012,Nguyễn Thị Hưởng,7/4/2024,EP2407-0008,0905300900000000,Dao cắt nhiệt máy cắt AUTO - Bước sóng 1.5mm. - KT: theo mẫu.,CAI,1,CAI,1,
PR24/07-013,Nguyễn Thị Hưởng,7/4/2024,EP2407-0011,5300101541000000,Tro trấu,BAO,10,BAO,10,
PR24/07-013,Nguyễn Thị Hưởng,7/4/2024,EP2407-0011,VPP-009,ĐẤT SẠCH,Bao,40,Bao,40,
PR24/07-014,Nguyễn Thị Hưởng,7/4/2024,EP2407-0009,5200100130000000,"[SMY] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 127cm (+1), độ bền nén: >=270kgF/100mm.",ONG,165,KG,733.425,
PR24/07-016,Nguyễn Thị Hưởng,7/4/2024,EP2407-0016,HAT-BEIGE-EMH66170,Hạt màu beige EMH66170.,KG,50,KG,50,
PR24/07-017,Nguyễn Thị Hưởng,7/5/2024,EP2407-0005,5200104950000000,Fortaleza,CM2,10000,CM2,10000,
PR24/07-017,Nguyễn Thị Hưởng,7/5/2024,EP2407-0005,5200106190000000,Oro Cinco,CM2,10000,CM2,10000,
PR24/07-017,Nguyễn Thị Hưởng,7/5/2024,EP2407-0005,5200106200000000,Oro Dos,CM2,10000,CM2,10000,
PR24/07-017,Nguyễn Thị Hưởng,7/5/2024,EP2407-0005,5200106210000000,Oro Tres,CM2,10000,CM2,10000,
PR24/07-017,Nguyễn Thị Hưởng,7/5/2024,EP2407-0005,5200106220000000,Oro Uno,CM2,10000,CM2,10000,
PR24/07-017,Nguyễn Thị Hưởng,7/5/2024,EP2407-0005,5200109020000000,Dongwon 17-B,CM2,5000,CM2,5000,
PR24/07-018,Nguyễn Thị Hưởng,7/5/2024,EP2407-0010,0905300340000000,Bộ dao cắt sóng siêu âm. ( Bộ điều khiển + dao cắt ),BO,4,BO,4,
PR24/07-018,Nguyễn Thị Hưởng,7/5/2024,EP2407-0010,0906801980000000,Xe nâng tay có gắn cân điện tử tải trọng 1500kg,CAI,2,CAI,2,
PR24/07-019,Nguyễn Thị Hưởng,7/5/2024,EP2407-0012,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,510,KG,510,
PR24/07-019,Nguyễn Thị Hưởng,7/5/2024,EP2407-0012,MDM-FL10,Đỏ Cam 10 FL,KG,50,KG,50,
PR24/07-019,Nguyễn Thị Hưởng,7/5/2024,EP2407-0012,MDM-FL23,Vàng Chanh 23 FL,KG,100,KG,100,
PR24/07-019,Nguyễn Thị Hưởng,7/5/2024,EP2407-0012,MDM-FL81,Tím 81 FL,KG,25,KG,25,
PR24/07-020,Nguyễn Thị Hưởng,7/5/2024,EP2407-0013,0902202760000000,Rulô lăn sơn 10cm,Cây,1,Cây,1,
PR24/07-020,Nguyễn Thị Hưởng,7/5/2024,EP2407-0013,0904500020000000,Sơn tường Màu Trắng Xám 18L/thùng,Lít,1,THUNG,1,
PR24/07-020,Nguyễn Thị Hưởng,7/5/2024,EP2407-0013,0904500410000000,Sơn lót tường 5L/Thùng.,KG,1,THUNG,1,
PR24/07-021,Nguyễn Thị Hưởng,7/5/2024,EP2407-0019,5200110650000003,Xà phòng rửa chén,THUNG,5,THUNG,5,
PR24/07-023,Nguyễn Thị Hưởng,7/6/2024,EP2407-0011,VPP-009,ĐẤT SẠCH,Bao,50,Bao,50,
PR24/07-024,Nguyễn Thị Hưởng,7/8/2024,EP2407-0017,0900500120000000,Bát càng + gối đỡ đầu dù trước CS.,CAI,5,CAI,5,
PR24/07-025,Nguyễn Thị Hưởng,7/8/2024,EP2407-0018,0919600650000000,Bộ xả nhớt starlinger .,BO,150,BO,150,
PR24/07-026,Nguyễn Thị Hưởng,7/8/2024,EP2407-0020,MDM-FL021,Cam 021C FL.,KG,25,KG,25,
PR24/07-026,Nguyễn Thị Hưởng,7/8/2024,EP2407-0020,MDM-FL39,Xanh Dương 39 FL,KG,50,KG,50,
PR24/07-026,Nguyễn Thị Hưởng,7/8/2024,EP2407-0020,MDM-FLNHUVANG,Nhũ Vàng FL,KG,15,KG,15,
PR24/07-026,Nguyễn Thị Hưởng,7/8/2024,EP2407-0020,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,50,KG,50,
PR24/07-026,Nguyễn Thị Hưởng,7/8/2024,EP2407-0020,MDM-RELEXBLUEC,RELEXBLUE C,KG,250,KG,250,
PR24/07-027,Nguyễn Thị Hưởng,7/8/2024,EP2407-0021,0700100090000000,dầu do,Lít,400,Lít,400,
PR24/07-028,Nguyễn Thị Hưởng,7/8/2024,EP2407-0027,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,751500,KG,9769.5,
PR24/07-028,Nguyễn Thị Hưởng,7/8/2024,EP2407-0027,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,219500,KG,4170.5,
PR24/07-028,Nguyễn Thị Hưởng,7/8/2024,EP2407-0027,HAT-TALC-THOI,Hạt Taical thổi PE1001-2C +  IF-PE114C7 (Đại Á),KG,2000,KG,2000,
PR24/07-028,Nguyễn Thị Hưởng,7/8/2024,EP2407-0027,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,3000,KG,3000,
PR24/07-028,Nguyễn Thị Hưởng,7/8/2024,EP2407-0027,HAT-UV218TA,"Hạt UV218TA (Đại Á, test UV 300h)",KG,300,KG,300,
PR24/07-029,Nguyễn Thị Hưởng,7/9/2024,EP2407-0025,53ACHBLUEZZ00001,Áo khoác blouse trắng. Size L.,CAI,5,CAI,5,
PR24/07-029,Nguyễn Thị Hưởng,7/9/2024,EP2407-0025,53ACHBLUEZZ00002,Áo khoác blouse trắng. Size XL.,CAI,5,CAI,5,
PR24/07-031,Nguyễn Thị Hưởng,7/9/2024,EP2407-0031,MDM-DMC,Dung môi Chỉnh,KG,48,KG,48,
PR24/07-031,Nguyễn Thị Hưởng,7/9/2024,EP2407-0031,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,510,KG,510,
PR24/07-031,Nguyễn Thị Hưởng,7/9/2024,EP2407-0031,MDM-FLDO192,Đỏ 192C FL,KG,25,KG,25,
PR24/07-033,Hoàng Văn Khiêm ,7/10/2024,EP2407-0026,0920700130000000,Láp tròn INOX 304 phi 25mm.- dài 2490mm,CAY,4,CAY,4,
PR24/07-033,Hoàng Văn Khiêm ,7/10/2024,EP2407-0026,0926400080000000,Bánh nhám xếp 100mm.,CAI,50,CAI,50,
PR24/07-033,Hoàng Văn Khiêm ,7/10/2024,EP2407-0026,0926400010000000,ĐÁ CẮT 100,Cái,50,Cái,50,
PR24/07-033,Hoàng Văn Khiêm ,7/10/2024,EP2407-0026,5200110160000000,"Que Hàn Sắt 2,5",Hộp,5,Hộp,5,
PR24/07-033,Hoàng Văn Khiêm ,7/10/2024,EP2407-0026,0900500530000000,Bát bắt dao cắt siêu âm 50x100x 10mm ( cắt theo bản vẽ),CAI,4,CAI,4,
PR24/07-034,Hoàng Văn Khiêm ,7/10/2024,EP2407-0033,0910200350000000,Áo ngoài điện trở nhiệt 12x40x665mm - lỗ 15mm ( Gia công theo bản vẽ),CAI,4,CAI,4,
PR24/07-034,Hoàng Văn Khiêm ,7/10/2024,EP2407-0033,0910200360000000,Áo trong điện trở nhiệt 12x40x665mm - lỗ 15mm ( Gia công theo bản vẽ),CAI,4,CAI,4,
PR24/07-035,Hoàng Văn Khiêm ,7/10/2024,EP2407-0022,090570225000000,Bơm dầu thủy lực CAMEL - Model: VCM - SF-15C -10.,CAI,1,CAI,1,
PR24/07-035,Hoàng Văn Khiêm ,7/10/2024,EP2407-0022,0923700550000000,Bulong lục giác côn đầu bằng M8x25mm.,CAI,50,CAI,50,
PR24/07-035,Hoàng Văn Khiêm ,7/10/2024,EP2407-0022,0902210620000000,Bóng đèn UV - dài 435mm. Philip . TL-D15W.,CAI,20,CAI,20,
PR24/07-035,Hoàng Văn Khiêm ,7/10/2024,EP2407-0022,0902210630000000,Chuột bóng đèn diệt côn trùng Philips C2,CAI,20,CAI,20,
PR24/07-036,Hoàng Văn Khiêm ,7/10/2024,EP2407-0023,0902201040000000,Bộ điều khiển chu kỳ nhớt QNTC (màn hình+PLC+lập trình),BO,10,BO,10,
PR24/07-036,Hoàng Văn Khiêm ,7/10/2024,EP2407-0024,0902203870000000,Bàn phím nút nhấn RX6.1 X2X KEYBOARD UNIT Mã số: AIVS-01343,Cái,10,Cái,10,
PR24/07-036,Hoàng Văn Khiêm ,7/10/2024,EP2407-0024,0905600310000000,Sensor từ báo hết chỉ ngang RX6.1 `REFLECTION LIGHT SCANNER PNP Mã số: AELT-01035,CAI,10,CAI,10,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,0914700030000000,PIN -  CR2032,CAI,10,CAI,10,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,5300100460000000,Giấy A472,Gram,30,Gram,30,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,5300100530000000,Giấy in liên tục 3 liên,THUNG,1,THUNG,1,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,5300101250000000,Giấy in liên tục 3 liên ( chia đội),THUNG,1,THUNG,1,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,53-5300100370000000,Bút lông dầu xanh,CAY,30,CAY,30,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,VPP001,ACCO Nhựa,HOP,3,HOP,3,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,VPP004,Decal Oji,XAP,20,XAP,20,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,VPP007,Mực lông dầu đỏ,HOP,6,HOP,6,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,VPP008,Mực lông dầu xanh,HOP,12,HOP,12,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,5300100470000000,Giấy A4 80 Hồng,GRAM,10,GRAM,10,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,5300100490000000,Giấy A4 Màu Vàng 70,GRAM,15,GRAM,15,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,5300100500000000,Giấy A4 Màu xanh 70,GRAM,15,GRAM,15,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,5300100570000000,Kẹp Bướm 32 mm,Hộp,3,Hộp,3,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,5300101390000000,Nhựa ép plastic A4.,XẤP,2,XẤP,2,
PR24/07-037,Nguyễn Thị Hưởng,7/11/2024,EP2407-0034,5300101110000000,"Mút lau bảng deli 7810, bông lau bảng fooc",CAI,3,CAI,3,
PR24/07-038,Nguyễn Thị Hưởng,7/11/2024,EP2407-0032,HAT-EMH55196,Hạt màu xanh lá EMH55196. [EUP] [376C],KG,60,KG,60,
PR24/07-038,Nguyễn Thị Hưởng,7/11/2024,EP2407-0032,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,135000,KG,135000,
PR24/07-044,Nguyễn Thị Hưởng,7/13/2024,EP2407-0042,0700100171000000,Nhớt castrol 20W50.,LIT,72,LIT,72,
PR24/07-044,Nguyễn Thị Hưởng,7/13/2024,EP2407-0042,0922900141000000,lọc dầu xe tải,CAI,2,CAI,2,
PR24/07-038,Nguyễn Thị Hưởng,7/11/2024,EP2407-0032,5200100130000000,"[SMY] Ống giấy mới, phi trong 77.77mm, phi ngoài 107.77mm, dài 127cm (+1), độ bền nén: >=270kgF/100mm.",ONG,995,KG,4422.775,
PR24/07-038,Nguyễn Thị Hưởng,7/11/2024,EP2407-0032,040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,700,KG,700,
PR24/07-038,Nguyễn Thị Hưởng,7/11/2024,EP2407-0032,040010012000000,"Chỉ may PP 600D, màu trắng không tẩy. Cơ lý > or = 2.4Kgf. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm). Kháng UV 1-2%",KG,300,KG,300,
PR24/07-038,Nguyễn Thị Hưởng,7/11/2024,EP2407-0032,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,44,CAI,44,
PR24/07-038,Nguyễn Thị Hưởng,7/11/2024,EP2407-0032,0920600100000000,DÂY CỘT BAO,Kg,100,Kg,100,
PR24/07-039,Nguyễn Thị Hưởng,7/11/2024,EP2407-0037,MDM-FL021GT,Cam 021C FL gián tiếp,KG,25,KG,25,
PR24/07-039,Nguyễn Thị Hưởng,7/11/2024,EP2407-0037,MDM-FL23,Vàng Chanh 23 FL,KG,50,KG,50,
PR24/07-039,Nguyễn Thị Hưởng,7/11/2024,EP2407-0037,MDM-FL81,Tím 81 FL,KG,25,KG,25,
PR24/07-039,Nguyễn Thị Hưởng,7/11/2024,EP2407-0037,MDM-FLREFBLUEGT,Xanh Dương Reflex Blue C gián tiếp,KG,75,KG,75,
PR24/07-040,Hoàng Văn Khiêm ,7/12/2024,EP2407-0035,5200101620000000,Dongwon 11-A,CM2,5000,CM2,5000,
PR24/07-040,Hoàng Văn Khiêm ,7/12/2024,EP2407-0035,5200108560000000,GREEN LEAF,CM2,5000,CM2,5000,
PR24/07-041,Hoàng Văn Khiêm ,7/12/2024,EP2407-0030,5200103740000000,AQ3-40kg,CM2,10000,CM2,10000,
PR24/07-041,Hoàng Văn Khiêm ,7/12/2024,EP2407-0030,52001051310000000,CF2.X-40kg,CM2,10000,CM2,10000,
PR24/07-042,Hoàng Văn Khiêm ,7/12/2024,EP2407-0039,5200111340000000,Vòng dệt khổ 164 đường kính vòng 101.4cm - khoang 6 lỗ.,CAI,1,CAI,1,
PR24/07-043,Nguyễn Thị Hưởng,7/13/2024,EP2406-0092,5200110650000014,Thuốc phosphalugel,HOP,1,HOP,1,
PR24/07-043,Nguyễn Thị Hưởng,7/13/2024,EP2406-0092,5200110650000006,Thuốc nhỏ mắt - NEW V.ROHTO,HOP,5,HOP,5,
PR24/07-043,Nguyễn Thị Hưởng,7/13/2024,EP2406-0092,5200110650000010,Băng cá nhân,HOP,5,HOP,5,
PR24/07-043,Nguyễn Thị Hưởng,7/13/2024,EP2406-0092,5200110650000011,Thuốc đau bụng,CHAI,5,CHAI,5,
PR24/07-043,Nguyễn Thị Hưởng,7/13/2024,EP2406-0092,5200110650000013,Băng gạc,BICH,10,BICH,10,
PR24/07-043,Nguyễn Thị Hưởng,7/13/2024,EP2406-0092,5200110650000015,Povidine,CHAI,5,CHAI,5,
PR24/07-043,Nguyễn Thị Hưởng,7/13/2024,EP2406-0092,5200110650000018,Thuốc ho Terpin-Codein,HOP,1,HOP,1,
PR24/07-043,Nguyễn Thị Hưởng,7/13/2024,EP2406-0092,5200110650000019,Thuốc Panadol viên sủi (Hộp 20 viên),HOP,2,HOP,2,
PR24/07-043,Nguyễn Thị Hưởng,7/13/2024,EP2406-0092,5200110650000020,Băng dính y tế 2.5cm - băng lụa.,HOP,10,HOP,10,
PR24/07-044,Nguyễn Thị Hưởng,7/13/2024,EP2407-0042,0922900080000000,Lọc nhớt xe tải,CAI,2,CAI,2,
PR24/07-044,Nguyễn Thị Hưởng,7/13/2024,EP2407-0042,0916900010000000,"Mỡ bò, Mỡ bôi trơn Castrol Spheerol CV  - kháng nước, bền ô xi hóa, tăng cường tuổi thọ ổ bi",KG,3,KG,3,
PR24/07-045,Hoàng Văn Khiêm ,7/13/2024,EP2407-0045,5200101620000000,Dongwon 11-A,CM2,10000,CM2,10000,
PR24/07-045,Hoàng Văn Khiêm ,7/13/2024,EP2407-0045,5200102000000000,Dongwon 27-A,CM2,10000,CM2,10000,
PR24/07-045,Hoàng Văn Khiêm ,7/13/2024,EP2407-0045,5200102010000000,Dongwon 28-A,CM2,10000,CM2,10000,
PR24/07-045,Hoàng Văn Khiêm ,7/13/2024,EP2407-0045,5200102110000000,Dongwon 30-A,CM2,10000,CM2,10000,
PR24/07-045,Hoàng Văn Khiêm ,7/13/2024,EP2407-0045,5200102170000000,Dongwon 33-A,CM2,10000,CM2,10000,
PR24/07-045,Hoàng Văn Khiêm ,7/13/2024,EP2407-0045,5200103740000000,AQ3-40kg,CM2,10000,CM2,10000,
PR24/07-045,Hoàng Văn Khiêm ,7/13/2024,EP2407-0045,52001051310000000,CF2.X-40kg,CM2,10000,CM2,10000,
PR24/07-046,Hoàng Văn Khiêm ,7/13/2024,EP2407-0028,5200117500000000,STANDLEE-UNIPACK,CM2,5000,CM2,5000,
PR24/07-047,Hoàng Văn Khiêm ,7/13/2024,EP2407-0040,MDM-DMC,Dung môi Chỉnh,KG,50,KG,50,
PR24/07-047,Hoàng Văn Khiêm ,7/13/2024,EP2407-0040,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,
PR24/07-047,Hoàng Văn Khiêm ,7/13/2024,EP2407-0040,MDM-FL348GT,Xanh lá 348C gián tiếp,KG,25,KG,25,
PR24/07-047,Hoàng Văn Khiêm ,7/13/2024,EP2407-0040,MDM-FL81,Tím 81 FL,KG,25,KG,25,
PR24/07-047,Hoàng Văn Khiêm ,7/13/2024,EP2407-0040,MDM-FL81GT,Tím 81 FL gián tiếp,KG,25,KG,25,
PR24/07-047,Hoàng Văn Khiêm ,7/13/2024,EP2407-0040,MDM-FL92GT,Đen 92 FL gián tiếp,KG,25,KG,25,
PR24/07-047,Hoàng Văn Khiêm ,7/13/2024,EP2407-0040,MUC-XL-DT-355,Mực in Gián tiếp màu xanh lá 355,KG,50,KG,50,
PR24/07-047,Hoàng Văn Khiêm ,7/13/2024,EP2407-0040,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,25,KG,25,
PR24/07-048,Hoàng Văn Khiêm ,7/13/2024,EP2407-0044,5200107430000000,Dongwon Màu Xanh,Bộ,30,BO,30,
PR24/07-049,Nguyễn Thị Hưởng,7/15/2024,EP2407-0036,0906202580000000,Ống Dẫn Dầu P PA6 Nylon Áp Suất Cao 4mm,Mét,50,Mét,50,
PR24/07-049,Nguyễn Thị Hưởng,7/15/2024,EP2407-0036,0905300910000000,Hạt bắp đồng thau PB-4 - nối ống dầu PA6 4mm,CAI,20,CAI,20,
PR24/07-049,Nguyễn Thị Hưởng,7/15/2024,EP2407-0036,0905300920000000,Nút siết hạt bắp PB-4 - nối ống dầu PA6 4mm,CAI,20,CAI,20,
PR24/07-050,Nguyễn Thị Hưởng,7/15/2024,EP2407-0046,MDM-FL348GT,Xanh lá 348C gián tiếp,KG,50,KG,50,
PR24/07-051,Nguyễn Thị Hưởng,7/15/2024,EP2407-0048,090570226000000,Phớt lò xo chặn dầu cốt phi 22mm.  ( Theo mẫu),CAI,1,CAI,1,
PR24/07-051,Nguyễn Thị Hưởng,7/15/2024,EP2407-0048,090570227000000,Phớt lò xo chặn nước cốt phi 20mm.  ( Theo mẫu),CAI,1,CAI,1,
PR24/07-052,Nguyễn Thị Hưởng,7/15/2024,EP2407-0041,0919600380000000,Kim may (NEEDLE) - 25DN1. (KT: 25x200x92),CAI,200,CAI,200,
PR24/07-053,Nguyễn Thị Hưởng,7/15/2024,EP2407-0050,5200109310000000,Dép tổ ong màu xanh dương Size 43,DOI,48,DOI,48,
PR24/07-054,Nguyễn Thị Hưởng,7/16/2024,EP2407-0047,HAT-PPKC-H030GP,Hạt nhựa PP kéo sợi - H030GP,Kg,198000,Kg,198000,
PR24/07-055,Nguyễn Thị Hưởng,7/16/2024,EP2407-0049,0700100030000000,nhớt 10,LIT,4000,LIT,4000,
PR24/07-056,Nguyễn Thị Hưởng,7/16/2024,EP2407-0053,MDM-FL23,Vàng Chanh 23 FL,KG,50,KG,50,
PR24/07-056,Nguyễn Thị Hưởng,7/16/2024,EP2407-0053,MDM-FL39,Xanh Dương 39 FL,KG,25,KG,25,
PR24/07-056,Nguyễn Thị Hưởng,7/16/2024,EP2407-0053,MDM-FL81,Tím 81 FL,KG,25,KG,25,
PR24/07-056,Nguyễn Thị Hưởng,7/16/2024,EP2407-0053,MDM-FLDO192,Đỏ 192C FL,KG,50,KG,50,
PR24/07-056,Nguyễn Thị Hưởng,7/16/2024,EP2407-0053,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,50,KG,50,
PR24/07-056,Nguyễn Thị Hưởng,7/16/2024,EP2407-0053,MDM-FLXD2763GT,Xanh Dương 2763 FL gián tiếp,KG,50,KG,50,
PR24/07-056,Nguyễn Thị Hưởng,7/16/2024,EP2407-0053,MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,50,KG,50,
PR24/07-056,Nguyễn Thị Hưởng,7/16/2024,EP2407-0053,MDM-RELEXBLUEC,RELEXBLUE C,KG,50,KG,50,
PR24/07-057,Nguyễn Thị Hưởng,7/16/2024,EP2407-0055,08DAY-NOXI-01-0606,"Dây chống xì đường kính 6mm sợi poly dùng cho may bao, trọng lượng 6g/m",M,60000,KG,360,
PR24/07-057,Nguyễn Thị Hưởng,7/16/2024,EP2407-0055,040010020000000,"Chỉ may  Polyester, 3000D, màu trắng. [Dùng cho may bao Jumbo]; Lực ≥22KgF, độ giãn ≥ 15.5% ± 1",KG,200,KG,200,
PR24/07-057,Nguyễn Thị Hưởng,7/16/2024,EP2407-0055,9045002450000000,"Ống nhựa PVC đường kính trong 16mm, dày 2mm, trắng trong. TL: 100g/m",M,160,KG,16,
PR24/07-057,Nguyễn Thị Hưởng,7/16/2024,EP2407-0055,10ZIP-W25L35-PE-01,"Túi tài liệu Ziplock A4, W x L = 25cm x 35cm, TL: 16.8g/cái.",Cái,4100,KG,68.88,
